Gene ID	Gene Name	'relapsing-remitting multiple sclerosis' vs 'normal' .foldChange	'relapsing-remitting multiple sclerosis' vs 'normal'.pValue
ENSG00000156110	ADK	0.1	0.696706360124325
ENSG00000156113	KCNMA1	0.1	0.927494489968758
ENSG00000156127	BATF	0.7	0.0264275957425924
ENSG00000156136	DCK	-0.9	0.01721872224275
ENSG00000156162	DPY19L4	-1.3	0.00267982402849337
ENSG00000156170	NDUFAF6	-0.3	0.315935349125199
ENSG00000156172	C8orf37	-0.8	0.0925755307099661
ENSG00000156206	CFAP161	1.1	0.0279837425649028
ENSG00000156232	WHAMM	-0.5	0.0853512765338273
ENSG00000156239	N6AMT1	-0.4	0.166014541738085
ENSG00000156253	RWDD2B	0.1	0.788042532646801
ENSG00000156256	USP16	-0.4	0.278890678820807
ENSG00000156265	MAP3K7CL	0.5	0.159876934168665
ENSG00000156273	BACH1	-0.5	0.249662274804129
ENSG00000156299	TIAM1	-0.5	0.0586541188748821
ENSG00000156304	SCAF4	-0.4	0.117496570738508
ENSG00000156345	CDK20	-0.3	0.306626156095229
ENSG00000156374	PCGF6	-1.0	0.0178017202588184
ENSG00000156381	ANKRD9	0.8	0.0528431280473831
ENSG00000156395	SORCS3	-0.7	0.171953759656625
ENSG00000156398	SFXN2	-0.4	0.021564674580158
ENSG00000156411	ATP5MJ	0.7	0.0179528425392379
ENSG00000156414	TDRD9	-0.1	0.79889951343376
ENSG00000156467	UQCRB	0.3	0.344096742741365
ENSG00000156469	MTERF3	-0.4	0.16829580581
ENSG00000156475	PPP2R2B	-0.2	0.740189206156699
ENSG00000156482	RPL30	1.2	0.00430190451107638
ENSG00000156500	PABIR3	-0.3	0.384359517928111
ENSG00000156502	SUPV3L1	-0.2	0.453700692429876
ENSG00000156504	PABIR2	-0.7	0.0400131239318305
ENSG00000156508	EEF1A1	0.4	0.221372634880615
ENSG00000156510	HKDC1	-0.2	0.508024132786127
ENSG00000156515	HK1	0.1	0.795619270348084
ENSG00000156521	TYSND1	0.1	0.732788020736284
ENSG00000156531	PHF6	-0.9	0.0434627807779275
ENSG00000156535	CD109	-0.3	0.608791617438653
ENSG00000156587	UBE2L6	0.6	0.140009706827499
ENSG00000156599	ZDHHC5	0.1	0.608643442582388
ENSG00000156603	MED19	0.4	0.305685609221635
ENSG00000156639	ZFAND3	0.3	0.120495343527395
ENSG00000156642	NPTN	-0.2	0.589831595411017
ENSG00000156650	KAT6B	-0.8	0.0241685020283346
ENSG00000156671	SAMD8	-0.5	0.173616023932143
ENSG00000156675	RAB11FIP1	-0.1	0.787266153614484
ENSG00000156697	UTP14A	0.1	0.760327741987238
ENSG00000156711	MAPK13	-0.1	0.853669973066923
ENSG00000156735	BAG4	-0.5	0.103708081829275
ENSG00000156738	MS4A1	-0.7	0.0528678407252261
ENSG00000156787	TBC1D31	-0.4	0.278884620107205
ENSG00000156795	NTAQ1	-0.2	0.639415455580612
ENSG00000156802	ATAD2	-0.7	0.0737612672463162
ENSG00000156804	FBXO32	-0.3	0.307291197590488
ENSG00000156831	NSMCE2	0.2	0.575261663678784
ENSG00000156853	ZNF689	-0.1	0.683238584572082
ENSG00000156858	PRR14	0.7	0.0241746627472742
ENSG00000156860	FBRS	0.4	0.150007916184673
ENSG00000156873	PHKG2	0.6	0.0310620658150333
ENSG00000156875	MFSD14A	-0.6	0.302011742508682
ENSG00000156876	SASS6	-0.7	0.130289465304934
ENSG00000156886	ITGAD	0.5	0.272982359702089
ENSG00000156928	MALSU1	0.5	0.0897992697315253
ENSG00000156931	VPS8	0.4	0.0117099103745725
ENSG00000156966	B3GNT7	0.4	0.243852124384049
ENSG00000156973	PDE6D	0.4	0.0604493336353994
ENSG00000156976	EIF4A2	-0.5	0.114957847331724
ENSG00000156983	BRPF1	-0.2	0.265625161272252
ENSG00000156990	RPUSD3	0.4	0.0977122842282685
ENSG00000157014	TATDN2	0.2	0.302598603643755
ENSG00000157017	GHRL	0.7	0.0850252378213128
ENSG00000157020	SEC13	0.4	0.0548532843616565
ENSG00000157036	EXOG	-0.3	0.286851587372192
ENSG00000157045	NTAN1	0.6	0.0424803278649231
ENSG00000157077	ZFYVE9	-0.4	0.316157753761994
ENSG00000157106	SMG1	-0.7	0.0799376124929811
ENSG00000157107	FCHO2	-0.8	0.0547402117118384
ENSG00000157110	RBPMS	-0.3	0.491561476581044
ENSG00000157152	SYN2	0.5	0.379951180921664
ENSG00000157168	NRG1	0.2	0.662409807069247
ENSG00000157181	ODR4	-0.3	0.460485411344426
ENSG00000157184	CPT2	0.1	0.653277029692094
ENSG00000157191	NECAP2	0.1	0.418648282690975
ENSG00000157193	LRP8	-0.8	0.00919004921987477
ENSG00000157212	PAXIP1	-0.3	0.300884327364915
ENSG00000157227	MMP14	-0.3	0.425429948211201
ENSG00000157240	FZD1	-0.4	0.229561186187224
ENSG00000157259	GATAD1	-0.5	0.0605165280318177
ENSG00000157303	SUSD3	0.3	0.44084714956204
ENSG00000157306	ZFHX2-AS1	0.5	0.256575408887998
ENSG00000157315	TMED6	-0.1	0.841745644087968
ENSG00000157322	CLEC18A	0.6	0.291540340057636
ENSG00000157326	DHRS4	0.4	0.128806681482522
ENSG00000157350	ST3GAL2	0.6	0.0465731978538445
ENSG00000157353	FCSK	0.2	0.484296665119858
ENSG00000157368	IL34	0.5	0.351749249418742
ENSG00000157379	DHRS1	0.3	0.19520171467224
ENSG00000157388	CACNA1D	-0.2	0.742751125384635
ENSG00000157404	KIT	-0.4	0.362180147119988
ENSG00000157426	AASDH	-0.6	0.0883733915924845
ENSG00000157429	ZNF19	-0.4	0.442798858923047
ENSG00000157445	CACNA2D3	0.5	0.136229697916572
ENSG00000157450	RNF111	-0.5	0.168769361694955
ENSG00000157456	CCNB2	0.5	0.305435645900339
ENSG00000157483	MYO1E	-0.2	0.679399771290194
ENSG00000157500	APPL1	-0.7	0.0865734500602095
ENSG00000157514	TSC22D3	0.4	0.0726087914824334
ENSG00000157538	VPS26C	-0.2	0.521788327380938
ENSG00000157540	DYRK1A	-0.5	0.129424314220844
ENSG00000157551	KCNJ15	0.4	0.248319921102187
ENSG00000157554	ERG	-0.8	0.176079365259539
ENSG00000157557	ETS2	-0.2	0.457498114581757
ENSG00000157570	TSPAN18	-0.2	0.470017509392877
ENSG00000157578	LCA5L	-0.3	0.641840862194726
ENSG00000157593	SLC35B2	-0.1	0.657181621707104
ENSG00000157600	TMEM164	0.3	0.426942970131842
ENSG00000157601	MX1	1.1	0.049242832680466
ENSG00000157617	C2CD2	-0.3	0.224852064266016
ENSG00000157625	TAB3	-0.6	0.117457766262009
ENSG00000157637	SLC38A10	0.3	0.387291944047406
ENSG00000157657	ZNF618	-0.3	0.497955553935177
ENSG00000157693	TMEM268	0.2	0.673077529066569
ENSG00000157734	SNX22	0.2	0.582448337315101
ENSG00000157741	UBN2	-0.5	0.127594665781653
ENSG00000157764	BRAF	-0.2	0.457837082008443
ENSG00000157778	PSMG3	0.4	0.211827025871301
ENSG00000157796	WDR19	-0.4	0.124479139507888
ENSG00000157800	SLC37A3	-0.2	0.571044426259364
ENSG00000157823	AP3S2	0.3	0.285792320513211
ENSG00000157827	FMNL2	-0.2	0.55764037712808
ENSG00000157833	GAREM2	0.1	0.859771195471509
ENSG00000157856	DRC1	1.8	0.00267982402849337
ENSG00000157869	RAB28	-0.5	0.0692407084885535
ENSG00000157870	PRXL2B	0.4	0.104133276358224
ENSG00000157873	TNFRSF14	0.7	0.0406425337476455
ENSG00000157881	PANK4	0.1	0.514559545340624
ENSG00000157890	MEGF11	0.3	0.551162973246973
ENSG00000157895	C12orf43	0.1	0.744817130100368
ENSG00000157911	PEX10	0.2	0.424651173530117
ENSG00000157916	RER1	0.3	0.0974509955085285
ENSG00000157933	SKI	-0.3	0.200451856526326
ENSG00000157954	WIPI2	0.4	0.0532806320218611
ENSG00000157978	LDLRAP1	-0.2	0.503029421595672
ENSG00000157985	AGAP1	-0.8	0.0949872555785967
ENSG00000157992	KRTCAP3	0.1	0.829683109564512
ENSG00000158006	PAFAH2	-0.2	0.485986358550199
ENSG00000158019	BABAM2	0.6	0.0350276709924317
ENSG00000158023	CFAP251	0.4	0.458501774493424
ENSG00000158042	MRPL17	0.4	0.230924258434258
ENSG00000158050	DUSP2	0.6	0.15425595237115
ENSG00000158062	UBXN11	0.8	0.0154057385271688
ENSG00000158079	PTPDC1	-0.7	0.0890727801154642
ENSG00000158089	GALNT14	0.9	0.0856169035173615
ENSG00000158092	NCK1	-0.2	0.505280436748239
ENSG00000158104	HPD	0.9	0.0669260584082362
ENSG00000158106	RHPN1	0.4	0.378738186897965
ENSG00000158109	TPRG1L	0.4	0.107567873473784
ENSG00000158122	PRXL2C	0.1	0.870109682547544
ENSG00000158156	XKR8	0.9	0.00818024426148456
ENSG00000158158	CNNM4	-0.5	0.0488745809832725
ENSG00000158169	FANCC	-0.4	0.109577392281577
ENSG00000158201	ABHD3	-0.5	0.165934773133986
ENSG00000158234	FAIM	-0.5	0.213344100242492
ENSG00000158286	RNF207	-0.2	0.704118212639142
ENSG00000158290	CUL4B	-0.2	0.595828301913063
ENSG00000158292	GPR153	0.3	0.403565712157762
ENSG00000158301	GPRASP2	-0.6	0.164885187516686
ENSG00000158321	AUTS2	-0.9	0.0177594827946815
ENSG00000158373	H2BC5	0.7	0.095999186784367
ENSG00000158406	H4C8	0.7	0.0252020940679643
ENSG00000158411	MITD1	-0.3	0.142226283102091
ENSG00000158417	EIF5B	-0.3	0.116848160626555
ENSG00000158423	RIBC1	0.6	0.235495704614164
ENSG00000158428	CATIP	1.0	0.0528115673329989
ENSG00000158435	CNOT11	-0.1	0.549952920727051
ENSG00000158445	KCNB1	0.8	0.101280811582998
ENSG00000158457	TSPAN33	0.5	0.052021490679421
ENSG00000158467	AHCYL2	-0.2	0.400127494139055
ENSG00000158477	CD1A	0.4	0.287666665478018
ENSG00000158480	SPATA2	0.3	0.110815088304687
ENSG00000158481	CD1C	0.4	0.184428528017353
ENSG00000158483	FAM86C1P	0.5	0.135706591048309
ENSG00000158488	CD1E	0.3	0.653277029692094
ENSG00000158517	NCF1	0.8	0.0331021783545338
ENSG00000158525	CPA5	1.6	0.00653301070557539
ENSG00000158526	TSR2	0.1	0.70385513961403
ENSG00000158552	ZFAND2B	0.8	0.0301165927256148
ENSG00000158555	GDPD5	0.2	0.58465906874454
ENSG00000158578	ALAS2	0.4	0.455963931826629
ENSG00000158604	TMED4	-0.1	0.762343151924059
ENSG00000158615	PPP1R15B	-0.4	0.290174768371185
ENSG00000158623	COPG2	0.2	0.416651114290428
ENSG00000158636	EMSY	-0.6	0.0855771937244854
ENSG00000158691	ZSCAN12	-0.6	0.0853512765338273
ENSG00000158710	TAGLN2	0.9	0.0173456368219913
ENSG00000158711	ELK4	-0.8	0.049499168713872
ENSG00000158714	SLAMF8	-0.3	0.558752208450203
ENSG00000158715	SLC45A3	-0.1	0.852974214851757
ENSG00000158716	DUSP23	1.0	0.027280820031313
ENSG00000158717	RNF166	0.5	0.084091708148372
ENSG00000158747	NBL1	0.4	0.341102497193669
ENSG00000158769	F11R	0.3	0.120045887652781
ENSG00000158773	USF1	0.8	0.00678821190134432
ENSG00000158792	SPATA2L	1.0	0.0245203200743205
ENSG00000158793	NIT1	0.3	0.0826356415413494
ENSG00000158796	DEDD	0.4	0.0201243131739344
ENSG00000158813	EDA	-0.5	0.228365820558041
ENSG00000158825	CDA	1.3	0.00363719346233631
ENSG00000158828	PINK1	0.7	0.0284253170180565
ENSG00000158850	B4GALT3	0.1	0.652809009954704
ENSG00000158856	DMTN	0.3	0.402061447707203
ENSG00000158859	ADAMTS4	-0.3	0.60387772971846
ENSG00000158863	FAM160B2	0.2	0.431245943826772
ENSG00000158864	NDUFS2	0.4	0.0399916621248414
ENSG00000158869	FCER1G	1.1	0.00317787947240837
ENSG00000158882	TOMM40L	0.2	0.34397613910515
ENSG00000158887	MPZ	0.5	0.0925755307099661
ENSG00000158941	CCAR2	0.1	0.679534584516269
ENSG00000158966	CACHD1	-0.8	0.112319691770801
ENSG00000158985	CDC42SE2	-0.5	0.204088005294996
ENSG00000158987	RAPGEF6	-0.4	0.185525589878614
ENSG00000159023	EPB41	-0.4	0.152017387138814
ENSG00000159063	ALG8	0.3	0.283879273705201
ENSG00000159069	FBXW5	0.9	0.0232790542190598
ENSG00000159082	SYNJ1	-0.6	0.112673168328789
ENSG00000159086	PAXBP1	-0.7	0.0581671676649226
ENSG00000159111	MRPL10	0.4	0.102526075631084
ENSG00000159128	IFNGR2	0.3	0.118447432344183
ENSG00000159131	GART	-0.2	0.385865791824692
ENSG00000159140	SON	-0.5	0.128431993963488
ENSG00000159147	DONSON	-0.2	0.502570232631915
ENSG00000159164	SV2A	-0.5	0.131028823743589
ENSG00000159176	CSRP1	0.5	0.0505694078286087
ENSG00000159199	ATP5MC1	0.6	0.0986048125938638
ENSG00000159200	RCAN1	-0.2	0.507314539019869
ENSG00000159202	UBE2Z	-0.1	0.547708305276053
ENSG00000159210	SNF8	0.5	0.0519206332817168
ENSG00000159214	CCDC24	0.6	0.212090282901588
ENSG00000159216	RUNX1	-0.4	0.0314477618232277
ENSG00000159228	CBR1	0.4	0.216052062755352
ENSG00000159231	CBR3	0.6	0.318892698113207
ENSG00000159247	TUBBP5	1.1	0.0509907120017104
ENSG00000159256	MORC3	-0.3	0.429149922604527
ENSG00000159267	HLCS	-0.3	0.348540250353581
ENSG00000159314	ARHGAP27	0.5	0.0465103869513792
ENSG00000159322	ADPGK	-0.1	0.643480917512125
ENSG00000159335	PTMS	0.8	0.0550945224304819
ENSG00000159339	PADI4	0.7	0.054978245126055
ENSG00000159346	ADIPOR1	0.3	0.180129416192903
ENSG00000159348	CYB5R1	0.4	0.0857512310131564
ENSG00000159352	PSMD4	0.6	0.022811218774548
ENSG00000159363	ATP13A2	0.3	0.247840846215938
ENSG00000159374	M1AP	0.6	0.19924759874471
ENSG00000159377	PSMB4	0.6	0.0286939798498638
ENSG00000159399	HK2	-0.5	0.169780121046234
ENSG00000159403	C1R	0.7	0.089992754265403
ENSG00000159423	ALDH4A1	0.6	0.0485663991858142
ENSG00000159433	STARD9	-0.6	0.0121757427188378
ENSG00000159445	THEM4	-0.5	0.071013092733398
ENSG00000159459	UBR1	-0.7	0.0569979653324375
ENSG00000159461	AMFR	-0.2	0.301145739093678
ENSG00000159479	MED8	0.2	0.347018138241667
ENSG00000159496	RGL4	1.2	0.0108902415119166
ENSG00000159556	ISL2	0.6	0.253129618599327
ENSG00000159579	RSPRY1	-0.3	0.248883122842349
ENSG00000159588	CCDC17	0.6	0.079335095451482
ENSG00000159592	GPBP1L1	-0.2	0.369110408319806
ENSG00000159593	NAE1	-0.2	0.520064748666498
ENSG00000159596	TMEM69	0.1	0.561706187797472
ENSG00000159618	ADGRG5	0.1	0.787141972167383
ENSG00000159625	DRC7	0.5	0.300721883549826
ENSG00000159640	ACE	-0.3	0.429003167414574
ENSG00000159648	TEPP	-0.5	0.392497225652255
ENSG00000159658	EFCAB14	-0.2	0.396448757289262
ENSG00000159674	SPON2	0.2	0.704741219152519
ENSG00000159685	CHCHD6	0.5	0.208901313264216
ENSG00000159692	CTBP1	0.1	0.47707984431557
ENSG00000159713	TPPP3	1.1	0.0241420244336684
ENSG00000159714	ZDHHC1	0.8	0.12153368345029
ENSG00000159720	ATP6V0D1	0.9	0.00356602986593087
ENSG00000159733	ZFYVE28	-0.3	0.199722546648344
ENSG00000159753	CARMIL2	-0.1	0.839555800526237
ENSG00000159761	C16orf86	0.9	0.0532806320218611
ENSG00000159784	FAM131B	0.3	0.533969631896986
ENSG00000159788	RGS12	0.3	0.245517260485609
ENSG00000159792	PSKH1	0.3	0.136182029224657
ENSG00000159840	ZYX	0.8	0.0390118109988679
ENSG00000159842	ABR	0.2	0.351160990197254
ENSG00000159873	CCDC117	-0.6	0.20672814477167
ENSG00000159882	ZNF230	0.1	0.790343998175897
ENSG00000159884	CCDC107	0.7	0.14472590093242
ENSG00000159885	ZNF222	-0.4	0.324258937083636
ENSG00000159899	NPR2	-0.6	0.0731348130200654
ENSG00000159915	ZNF233	0.3	0.440707599907379
ENSG00000159917	ZNF235	-0.6	0.187003530249564
ENSG00000159921	GNE	-0.4	0.256028391985411
ENSG00000159958	TNFRSF13C	-0.1	0.626221161193236
ENSG00000160007	ARHGAP35	-0.2	0.287149822260383
ENSG00000160013	PTGIR	0.3	0.426407998377088
ENSG00000160014	CALM3	0.5	0.0420309984383052
ENSG00000160049	DFFA	-0.3	0.0855484862484938
ENSG00000160050	CCDC28B	0.5	0.177907146333183
ENSG00000160051	IQCC	0.3	0.299463372703929
ENSG00000160055	TMEM234	0.8	0.0245779873880898
ENSG00000160072	ATAD3B	0.4	0.28190658658341
ENSG00000160075	SSU72	0.7	0.0208628872993567
ENSG00000160087	UBE2J2	0.5	0.0784205300251672
ENSG00000160094	ZNF362	0.2	0.307498902744389
ENSG00000160097	FNDC5	0.4	0.397700044205532
ENSG00000160111	CPAMD8	0.2	0.549533388288716
ENSG00000160113	NR2F6	1.0	0.0284677697921888
ENSG00000160117	ANKLE1	0.1	0.796823683735445
ENSG00000160124	MIX23	-0.3	0.619415781430096
ENSG00000160131	VMA21	-0.3	0.163026959381066
ENSG00000160172	FAM86C2P	-0.5	0.172087608906165
ENSG00000160179	ABCG1	0.3	0.402160934523135
ENSG00000160180	TFF3	1.2	0.0446218067346651
ENSG00000160183	TMPRSS3	0.1	0.926457493163604
ENSG00000160185	UBASH3A	-0.1	0.739381929102579
ENSG00000160191	PDE9A	-0.2	0.613653981885154
ENSG00000160193	WDR4	-0.3	0.376052122718784
ENSG00000160194	NDUFV3	0.2	0.253702527739662
ENSG00000160199	PKNOX1	-0.1	0.719796061811151
ENSG00000160201	U2AF1	-0.4	0.528724469178947
ENSG00000160208	RRP1B	-0.5	0.084991824337315
ENSG00000160209	PDXK	0.5	0.0456807227429309
ENSG00000160211	G6PD	0.8	0.0182578658844684
ENSG00000160213	CSTB	0.7	0.0357807618482881
ENSG00000160214	RRP1	0.2	0.54930924076005
ENSG00000160216	AGPAT3	0.1	0.807943114325852
ENSG00000160218	TRAPPC10	-0.7	0.0478054905930079
ENSG00000160219	GAB3	0.2	0.425642606788428
ENSG00000160221	GATD3A	1.3	0.00223523529585545
ENSG00000160223	ICOSLG	-0.4	0.463715581356162
ENSG00000160224	AIRE	-0.6	0.256477755695132
ENSG00000160226	CFAP410	0.5	0.204088005294996
ENSG00000160229	ZNF66	0.1	0.828532251809712
ENSG00000160233	LRRC3	0.6	0.133069827638478
ENSG00000160255	ITGB2	0.2	0.367179964625854
ENSG00000160256	FAM207A	0.7	0.100635414028059
ENSG00000160271	RALGDS	-0.1	0.681945939452602
ENSG00000160284	SPATC1L	0.2	0.595831908138533
ENSG00000160285	LSS	-0.1	0.404584467955846
ENSG00000160293	VAV2	-0.3	0.251468551564066
ENSG00000160294	MCM3AP	-0.3	0.101065208062931
ENSG00000160298	C21orf58	0.1	0.84000001577055
ENSG00000160299	PCNT	-0.2	0.155832790228312
ENSG00000160305	DIP2A	-0.7	0.0248334721782521
ENSG00000160307	S100B	0.2	0.700557963990097
ENSG00000160310	PRMT2	0.1	0.749612388969837
ENSG00000160318	CLDND2	0.6	0.131014356982518
ENSG00000160323	ADAMTS13	-0.1	0.767753796954856
ENSG00000160325	CACFD1	0.7	0.0549710149388713
ENSG00000160326	SLC2A6	0.4	0.191936404100798
ENSG00000160336	ZNF761	-0.8	0.021211934398786
ENSG00000160352	ZNF714	-1.2	0.00719951702066816
ENSG00000160392	C19orf47	0.5	0.0474660259999633
ENSG00000160401	CFAP157	-0.4	0.353305116479793
ENSG00000160404	TOR2A	0.7	0.0301165927256148
ENSG00000160408	ST6GALNAC6	0.1	0.804371899257261
ENSG00000160410	SHKBP1	1.0	0.023033966098006
ENSG00000160439	RDH13	-0.2	0.682538267682146
ENSG00000160445	ZER1	0.6	0.0493877010457211
ENSG00000160446	ZDHHC12	1.0	0.0137230317367388
ENSG00000160447	PKN3	0.2	0.620393880706037
ENSG00000160469	BRSK1	-0.5	0.266170982319123
ENSG00000160539	PLPP7	0.4	0.354495880255788
ENSG00000160551	TAOK1	-0.5	0.155032326567067
ENSG00000160563	MED27	0.5	0.0703505668857176
ENSG00000160570	DEDD2	0.7	0.0370758314022201
ENSG00000160584	SIK3	0.1	0.67177898070639
ENSG00000160588	MPZL3	0.1	0.790648010646757
ENSG00000160593	JAML	0.7	0.0160676977648954
ENSG00000160602	NEK8	0.2	0.629310133538178
ENSG00000160633	SAFB	0.1	0.458561062454066
ENSG00000160654	CD3G	-0.4	0.068647641303568
ENSG00000160678	S100A1	0.1	0.783901635637418
ENSG00000160683	CXCR5	-0.2	0.728316263979795
ENSG00000160685	ZBTB7B	0.5	0.0474660259999633
ENSG00000160688	FLAD1	0.3	0.220844418056807
ENSG00000160691	SHC1	0.2	0.402014828767569
ENSG00000160695	VPS11	0.2	0.159876934168665
ENSG00000160703	NLRX1	0.7	0.0480961092393962
ENSG00000160710	ADAR	0.4	0.115281262129867
ENSG00000160712	IL6R	-0.1	0.852974214851757
ENSG00000160714	UBE2Q1	0.1	0.484631491422174
ENSG00000160716	CHRNB2	0.2	0.616661382009049
ENSG00000160741	CRTC2	0.4	0.0734292446522394
ENSG00000160746	ANO10	0.7	0.0344046308724423
ENSG00000160752	FDPS	0.4	0.165939890657139
ENSG00000160753	RUSC1	0.1	0.849803256647141
ENSG00000160766	GBAP1	0.1	0.794601686264865
ENSG00000160767	FAM189B	0.3	0.193088521181627
ENSG00000160781	PAQR6	0.3	0.442125210773315
ENSG00000160783	PMF1	0.8	0.010767953092913
ENSG00000160785	SLC25A44	0.5	0.0736425413006238
ENSG00000160789	LMNA	0.3	0.436610232055866
ENSG00000160791	CCR5	-0.4	0.291275404740809
ENSG00000160796	NBEAL2	0.5	0.0892328454456638
ENSG00000160799	CCDC12	0.6	0.0482766240571867
ENSG00000160803	UBQLN4	-0.2	0.345263558138314
ENSG00000160813	PPP1R35	0.6	0.117567068043275
ENSG00000160818	GPATCH4	-0.2	0.504744559848327
ENSG00000160856	FCRL3	-0.7	0.0366780588744417
ENSG00000160867	FGFR4	0.9	0.0702536068068704
ENSG00000160877	NACC1	0.4	0.116606342966364
ENSG00000160883	HK3	0.5	0.081966783514613
ENSG00000160888	IER2	0.8	0.0197263154773077
ENSG00000160908	ZNF394	0.4	0.0730407456646044
ENSG00000160917	CPSF4	0.1	0.729839246901353
ENSG00000160932	LY6E	1.0	0.0422644753826801
ENSG00000160948	VPS28	0.9	0.0183096397082663
ENSG00000160949	TONSL	0.2	0.494596680527818
ENSG00000160953	PWWP3A	0.2	0.378531660121741
ENSG00000160957	RECQL4	0.3	0.478736690762601
ENSG00000160959	LRRC14	0.2	0.443651366509592
ENSG00000160961	ZNF333	-0.3	0.259363792199526
ENSG00000160963	COL26A1	0.1	0.844029521382101
ENSG00000160972	PPP1R16A	0.6	0.141438033930213
ENSG00000160991	ORAI2	0.5	0.155878057157983
ENSG00000160993	ALKBH4	0.3	0.338171115313809
ENSG00000160999	SH2B2	1.0	0.0268804475125323
ENSG00000161010	MRNIP	-0.2	0.184819793107404
ENSG00000161011	SQSTM1	0.4	0.0438161207043977
ENSG00000161013	MGAT4B	0.4	0.106663320526014
ENSG00000161016	RPL8	0.7	0.0622807269389
ENSG00000161021	MAML1	-0.4	0.18135892065161
ENSG00000161036	LRWD1	0.7	0.107277206298074
ENSG00000161040	FBXL13	-0.5	0.211792407698679
ENSG00000161048	NAPEPLD	-0.7	0.0278593271626162
ENSG00000161057	PSMC2	0.2	0.472624272975677
ENSG00000161091	MFSD12	0.5	0.17389316378409
ENSG00000161179	YDJC	0.7	0.118464024563153
ENSG00000161202	DVL3	0.4	0.0238561800019426
ENSG00000161203	AP2M1	0.6	0.0168389752727038
ENSG00000161204	ABCF3	0.3	0.143519494815518
ENSG00000161217	PCYT1A	0.1	0.735254662579648
ENSG00000161249	DMKN	-0.1	0.858172470816429
ENSG00000161265	U2AF1L4	0.8	0.0511156286811996
ENSG00000161267	BDH1	-0.3	0.152591695086574
ENSG00000161277	THAP8	0.2	0.623583513502395
ENSG00000161298	ZNF382	-0.6	0.169651931078022
ENSG00000161328	LRRC56	0.2	0.653603393956463
ENSG00000161381	PLXDC1	-0.3	0.340954341698994
ENSG00000161395	PGAP3	0.3	0.30376808649249
ENSG00000161405	IKZF3	-0.3	0.136482441518424
ENSG00000161513	FDXR	0.8	0.0380222873406752
ENSG00000161526	SAP30BP	0.7	0.0184915091343057
ENSG00000161533	ACOX1	0.2	0.389861314371077
ENSG00000161542	PRPSAP1	0.1	0.578335608308598
ENSG00000161547	SRSF2	-0.5	0.0967301562911919
ENSG00000161551	ZNF577	-1.3	0.00830097230455568
ENSG00000161618	ALDH16A1	0.4	0.259442564175456
ENSG00000161638	ITGA5	0.6	0.0400276081727452
ENSG00000161640	SIGLEC11	0.6	0.291540340057636
ENSG00000161642	ZNF385A	0.7	0.0177838142513358
ENSG00000161643	SIGLEC16	0.2	0.357464080589639
ENSG00000161653	NAGS	0.5	0.15198397739977
ENSG00000161654	LSM12	-0.3	0.401209871997909
ENSG00000161664	ASB16	-0.2	0.504178880410303
ENSG00000161671	EMC10	0.4	0.159252161835118
ENSG00000161677	JOSD2	1.0	0.0318905386190286
ENSG00000161692	DBF4B	0.2	0.517318145743709
ENSG00000161714	PLCD3	0.2	0.604599498914294
ENSG00000161791	FMNL3	-0.2	0.471268777896575
ENSG00000161800	RACGAP1	-0.2	0.547640547457698
ENSG00000161813	LARP4	-0.9	0.0103510148841801
ENSG00000161835	TAMALIN	0.1	0.824608199955414
ENSG00000161847	RAVER1	0.1	0.749064622519267
ENSG00000161888	SPC24	-0.3	0.588612440120896
ENSG00000161904	LEMD2	0.4	0.124450290252623
ENSG00000161905	ALOX15	0.1	0.90830674840106
ENSG00000161911	TREML1	1.3	0.00155695589426036
ENSG00000161912	ADCY10P1	-0.3	0.263917588860224
ENSG00000161914	ZNF653	0.7	0.0931239036288942
ENSG00000161920	MED11	0.7	0.037645217268386
ENSG00000161921	CXCL16	0.5	0.0852289075064312
